station	year	month	day	hour	minute	precip_mm
swmm_wet	2004	01	24	15	00	0
swmm_wet	2004	01	24	16	00	0
swmm_wet	2004	01	24	17	00	0
swmm_wet	2004	01	24	18	00	0
swmm_wet	2004	01	24	19	00	0
swmm_wet	2004	01	24	20	00	0
swmm_wet	2004	01	24	21	00	0
swmm_wet	2004	01	24	22	00	0
swmm_wet	2004	01	24	23	00	0
swmm_wet	2004	01	25	00	00	0.453
swmm_wet	2004	01	25	01	00	0.04
swmm_wet	2004	01	25	02	00	0.028
swmm_wet	2004	01	25	03	00	0
swmm_wet	2004	01	25	04	00	0
swmm_wet	2004	01	25	05	00	0
swmm_wet	2004	01	25	06	00	0
swmm_wet	2004	01	25	07	00	0
swmm_wet	2004	01	25	08	00	0
swmm_wet	2004	01	25	09	00	0
swmm_wet	2004	01	25	10	00	0
swmm_wet	2004	01	25	11	00	0
swmm_wet	2004	01	25	12	00	0
swmm_wet	2004	01	25	13	00	0
swmm_wet	2004	01	25	14	00	0
swmm_wet	2004	01	25	15	00	0
swmm_wet	2004	01	25	16	00	0
swmm_wet	2004	01	25	17	00	0
swmm_wet	2004	01	25	18	00	0
swmm_wet	2004	01	25	19	00	0
swmm_wet	2004	01	25	20	00	0
swmm_wet	2004	01	25	21	00	0
swmm_wet	2004	01	25	22	00	0
swmm_wet	2004	01	25	23	00	0
swmm_wet	2004	01	26	00	00	0
swmm_wet	2004	01	26	01	00	0
swmm_wet	2004	01	26	02	00	0
swmm_wet	2004	01	26	03	00	0
swmm_wet	2004	01	26	04	00	0
swmm_wet	2004	01	26	05	00	0
swmm_wet	2004	01	26	06	00	0
swmm_wet	2004	01	26	07	00	0
swmm_wet	2004	01	26	08	00	0
swmm_wet	2004	01	26	09	00	0
swmm_wet	2004	01	26	10	00	0
swmm_wet	2004	01	26	11	00	0
swmm_wet	2004	01	26	12	00	0
swmm_wet	2004	01	26	13	00	0
swmm_wet	2004	01	26	14	00	0
swmm_wet	2004	01	26	15	00	0.278
swmm_wet	2004	01	26	16	00	0
swmm_wet	2004	01	26	17	00	0
swmm_wet	2004	01	26	18	00	0
swmm_wet	2004	01	26	19	00	0
swmm_wet	2004	01	26	20	00	0
swmm_wet	2004	01	26	21	00	0
swmm_wet	2004	01	26	22	00	0.011
swmm_wet	2004	01	26	23	00	0
swmm_wet	2004	01	27	00	00	0
swmm_wet	2004	01	27	01	00	0
swmm_wet	2004	01	27	02	00	0
swmm_wet	2004	01	27	03	00	0
swmm_wet	2004	01	27	04	00	0
swmm_wet	2004	01	27	05	00	0.028
swmm_wet	2004	01	27	06	00	0
swmm_wet	2004	01	27	07	00	0
swmm_wet	2004	01	27	08	00	0
swmm_wet	2004	01	27	09	00	0
swmm_wet	2004	01	27	10	00	0
swmm_wet	2004	01	27	11	00	0.023
swmm_wet	2004	01	27	12	00	0.32
swmm_wet	2004	01	27	13	00	0.127
swmm_wet	2004	01	27	14	00	0
swmm_wet	2004	01	27	15	00	1.729
swmm_wet	2004	01	27	16	00	0.471
swmm_wet	2004	01	27	17	00	2.659
swmm_wet	2004	01	27	18	00	5.134
swmm_wet	2004	01	27	19	00	0.417
swmm_wet	2004	01	27	20	00	0.402
swmm_wet	2004	01	27	21	00	1.263
swmm_wet	2004	01	27	22	00	0.217
swmm_wet	2004	01	27	23	00	0.028
swmm_wet	2004	01	28	00	00	0.109
swmm_wet	2004	01	28	01	00	0
